Details,Area,Adress,Price,ImageLink
:,314 ,Hann maristes Dakar,70000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/b125efaa104fbe0963fdac9533a88061/-/horizon-files-prod/ed/picture/q9mjw955/316eb8090e16940c10b81e782fa540a78752de84.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/09a24068d993c48f49019cef8eb40c45/-/horizon-files-prod/ed/picture/q9mjw955/316eb8090e16940c10b81e782fa540a78752de84.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/08aa05083ea916b12cda9316cceab627/-/horizon-files-prod/ed/picture/q9mjw955/316eb8090e16940c10b81e782fa540a78752de84.jpg 1320w"
:,"1,600 ",Ngor Dakar,2000000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/dac6e7e2a5bf93aa26d5606b98263d33/-/horizon-files-prod/ed/picture/qm5g45md/d36ae25ded5a70d599cb72e4e47c7fc081fd3ed4.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/5f77da0047b69ca412084730fc4024d1/-/horizon-files-prod/ed/picture/qm5g45md/d36ae25ded5a70d599cb72e4e47c7fc081fd3ed4.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/090c80b96fd580d4bcc748389cfec48d/-/horizon-files-prod/ed/picture/qm5g45md/d36ae25ded5a70d599cb72e4e47c7fc081fd3ed4.jpg 1000w"
:,180 ,Pout Thiès,4500000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/1689ab5a0ff1bd7c71439bf24ea83ef9/-/horizon-files-prod/ed/picture/q2j0km6j/6f7551a48112726f42e6da1734e15f5136d6aece.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/55b2c3ac0c5eb77a5a5cd11acbaa79c9/-/horizon-files-prod/ed/picture/q2j0km6j/6f7551a48112726f42e6da1734e15f5136d6aece.jpg 720w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/cf2aa1724d5f60c66e9eaeea7ee6d1d1/-/horizon-files-prod/ed/picture/q2j0km6j/6f7551a48112726f42e6da1734e15f5136d6aece.jpg 720w"
:,225 ,Sindia Thiès,3200000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/8a9f52ca6d5f2dd14e9f118037a24067/-/horizon-files-prod/ed/picture/qpdwvv52/cda1b8fe61d501391cca5b76a3621bef4e55690a.png 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/723d04e2c3b0edc8660e756121bcc3c6/-/horizon-files-prod/ed/picture/qpdwvv52/cda1b8fe61d501391cca5b76a3621bef4e55690a.png 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/68d73ef5a97bdbae5ff2db394f3ce6af/-/horizon-files-prod/ed/picture/qpdwvv52/cda1b8fe61d501391cca5b76a3621bef4e55690a.png 1080w"
:,300 ,Mbour Thiès,95000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/91f6f2527bc7f29fe2ddbe9fae8b7e46/-/horizon-files-prod/ed/picture/q56dd7wr/3085be667b4001b0cdf4deedb401eba4871883c3.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/33d7c68b664e08fb00fd5fdfc551bc8d/-/horizon-files-prod/ed/picture/q56dd7wr/3085be667b4001b0cdf4deedb401eba4871883c3.jpg 563w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/52d23e0fcd0dbdbe84758d8f8242eda1/-/horizon-files-prod/ed/picture/q56dd7wr/3085be667b4001b0cdf4deedb401eba4871883c3.jpg 563w"
:,150 ,Cité keur gorgui Dakar,1750000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/1699c8699a0afbaadf964978f324dbe5/-/horizon-files-prod/ed/picture/q0g7n7v6/c89b8719d5671762cbd808ef8430e667f6765d42.png 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/e146f26b0eee68d18b365f871e2526e5/-/horizon-files-prod/ed/picture/q0g7n7v6/c89b8719d5671762cbd808ef8430e667f6765d42.png 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/773813eda99b7aa4afa98b1e5c78d81d/-/horizon-files-prod/ed/picture/q0g7n7v6/c89b8719d5671762cbd808ef8430e667f6765d42.png 1284w"
:,259 ,Sacré-cœur Dakar,190000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/68f80a156a2f57e0f7898c90dac4addf/-/horizon-files-prod/ed/picture/q44n0mjr/6872ca4216855cd5900f910054942dffc4452bc2.png 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/f93bd09957db4ddc71255fe94108b5dd/-/horizon-files-prod/ed/picture/q44n0mjr/6872ca4216855cd5900f910054942dffc4452bc2.png 805w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/91393c8c2f6382aac157f30fe31249c0/-/horizon-files-prod/ed/picture/q44n0mjr/6872ca4216855cd5900f910054942dffc4452bc2.png 805w"
:,300 ,Somone Thiès,18000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/842f47adc2334fc72ef4fa0f4b10c2eb/-/horizon-files-prod/ed/picture/qenqj52d/9b5616730d8cf92ed181990f1d0e45678246af94.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/0261e79db682a6a392b4bf8b73ae2450/-/horizon-files-prod/ed/picture/qenqj52d/9b5616730d8cf92ed181990f1d0e45678246af94.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/36762b4d5b746058e7796253dd18e280/-/horizon-files-prod/ed/picture/qenqj52d/9b5616730d8cf92ed181990f1d0e45678246af94.jpg 1920w"
:,165 ,Keur ndiaye lô Dakar,14900000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/3995ea7faec7ab74d0559289f753fbd9/-/horizon-files-prod/ed/picture/qgq9jznq/b1d5a09d1d5d999613850d0e6957f016f2002bbb.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/7ad25167687b4d9bc15f2e9ac490068f/-/horizon-files-prod/ed/picture/qgq9jznq/b1d5a09d1d5d999613850d0e6957f016f2002bbb.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/68582051e4bc4468acd94cf5de162556/-/horizon-files-prod/ed/picture/qgq9jznq/b1d5a09d1d5d999613850d0e6957f016f2002bbb.jpg 1920w"
:,150 ,Keur ndiaye lô Dakar,12500000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/0a35207e9235e4b498db80f436b1cf8e/-/horizon-files-prod/ed/picture/qwepjq2g/e8d25c47ce8e130bcef488f4d652e5ecd943dab9.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/aa1f05000073d1738cc470b0f556e8a0/-/horizon-files-prod/ed/picture/qwepjq2g/e8d25c47ce8e130bcef488f4d652e5ecd943dab9.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/7a6d5458e594492b02f462e58ce077e2/-/horizon-files-prod/ed/picture/qwepjq2g/e8d25c47ce8e130bcef488f4d652e5ecd943dab9.jpg 1125w"
:,180 ,Pout Thiès,4500000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/85d54e90efa99fa68faa9311c2393d30/-/horizon-files-prod/ed/picture/qxjpx554/553a0dbd7d0bf92b18b6a3d602b957a872925228.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/0ac63973f00a0cb8a6dc7711d858685b/-/horizon-files-prod/ed/picture/qxjpx554/553a0dbd7d0bf92b18b6a3d602b957a872925228.jpg 591w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/2194dc3ec24d0f108c7ca2563a4b25fd/-/horizon-files-prod/ed/picture/qxjpx554/553a0dbd7d0bf92b18b6a3d602b957a872925228.jpg 591w"
:,150 ,Ndiakhirate Dakar,14000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/833ca72b2ada4c880e123c195c0ed384/-/horizon-files-prod/ed/picture/qq42gmme/9f8285865319d0162ff82060421195601f3ddbd9.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/3bb5c730a53a1294a020a247f201d199/-/horizon-files-prod/ed/picture/qq42gmme/9f8285865319d0162ff82060421195601f3ddbd9.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/630f0d2a70ba986b916752c7b1834207/-/horizon-files-prod/ed/picture/qq42gmme/9f8285865319d0162ff82060421195601f3ddbd9.jpg 960w"
:,120 ,Mbao Dakar,17000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/1b6836e4f45f4867e966500eeb10212a/-/horizon-files-prod/ed/picture/qv4wx2jm/320a42c12a85b2428e5a66dbf841d0da9ccabf19.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/030ff9b7c7917067c75b90b9b0a57183/-/horizon-files-prod/ed/picture/qv4wx2jm/320a42c12a85b2428e5a66dbf841d0da9ccabf19.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/c94b7b464b9a166b640ac229644a2cd7/-/horizon-files-prod/ed/picture/qv4wx2jm/320a42c12a85b2428e5a66dbf841d0da9ccabf19.jpg 1080w"
:,150 ,Ndiakhirate Dakar,14000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/03acd2b6377f039c7de30268095eff7e/-/horizon-files-prod/ed/picture/q2j05vnj/77934b8aa2979ffa2a47862c48da58362b122446.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/b88b597073bd6d225322297764a62521/-/horizon-files-prod/ed/picture/q2j05vnj/77934b8aa2979ffa2a47862c48da58362b122446.jpg 828w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/15c5f59c49bfc74c3cb315d191d1ddff/-/horizon-files-prod/ed/picture/q2j05vnj/77934b8aa2979ffa2a47862c48da58362b122446.jpg 828w"
:,450 ,Pointe Sarene Thiès,24000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/1ea8395f93357a062b4d1e90b44c379f/-/horizon-files-prod/ed/picture/qv4wx2xx/0411d94f68a21332f8bad6d4e28a0f1158ea02e6.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/4874e1627d07a6199fbf11912af3cb79/-/horizon-files-prod/ed/picture/qv4wx2xx/0411d94f68a21332f8bad6d4e28a0f1158ea02e6.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/5976d680ac208cceb28e232e743558c3/-/horizon-files-prod/ed/picture/qv4wx2xx/0411d94f68a21332f8bad6d4e28a0f1158ea02e6.jpg 1920w"
:,300 ,Sicap mbao Dakar,50000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/79d9ec71dff466d2fe6e03a4c398dcfa/-/horizon-files-prod/ed/picture/qkr80jnp/dada8f0848092bf5405fb87675ae19f5d65d8ed8.png 399w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/ccc80d7af729aad9bfed04b4154fb259/-/horizon-files-prod/ed/picture/qkr80jnp/dada8f0848092bf5405fb87675ae19f5d65d8ed8.png 399w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/50dcbe3a1d3ab28f387dde6a77ef4f8d/-/horizon-files-prod/ed/picture/qkr80jnp/dada8f0848092bf5405fb87675ae19f5d65d8ed8.png 399w"
:,150 ,Yoff Dakar,18000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/fb6cda99d39096a79e0e459f25281e3e/-/horizon-files-prod/ed/picture/q0g7nvjd/6f5d45c44c278d3dd96b637081143ddc3305f719.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/2b88b6070a895dd39409642a4748d4e6/-/horizon-files-prod/ed/picture/q0g7nvjd/6f5d45c44c278d3dd96b637081143ddc3305f719.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/547714dccbddf47463a810e543c3d932/-/horizon-files-prod/ed/picture/q0g7nvjd/6f5d45c44c278d3dd96b637081143ddc3305f719.jpg 1920w"
:,150 ,Tivaouane peulh Dakar,12000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/6296e1799aaef2dc4ac8415806954b95/-/horizon-files-prod/ed/picture/qm5gn5g2/6935ac2b194af532b28e2b471b2b0c75922213e5.png 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/0b7e105f09b26845b77845c0c522024f/-/horizon-files-prod/ed/picture/qm5gn5g2/6935ac2b194af532b28e2b471b2b0c75922213e5.png 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/382ed3ea313eef7fcf15399df265d1b2/-/horizon-files-prod/ed/picture/qm5gn5g2/6935ac2b194af532b28e2b471b2b0c75922213e5.png 1080w"
:,150 ,Yene Dakar,2500000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/58d3b3eeca34120798695f18f4caf747/-/horizon-files-prod/ed/picture/qgqwzdj4/c95858d731cc6040d96d017de73ce81f5e66ad03.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/e0bbb1a0bbb841d1b139ce3f266d8e08/-/horizon-files-prod/ed/picture/qgqwzdj4/c95858d731cc6040d96d017de73ce81f5e66ad03.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/523337d8d2aff8aa4617b2b41c187f15/-/horizon-files-prod/ed/picture/qgqwzdj4/c95858d731cc6040d96d017de73ce81f5e66ad03.jpg 1920w"
:,160 ,Kounoune Dakar,24000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/8a14366d986d88c3d439fa2ef2982db8/-/horizon-files-prod/ed/picture/qenq84d2/b50dfb0579f02c547e327bd54c5b231c980efe30.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/3ec8ff5ed5d997765d50bd5690b79b50/-/horizon-files-prod/ed/picture/qenq84d2/b50dfb0579f02c547e327bd54c5b231c980efe30.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/8d1f696e4621359f9b8ea0683e777294/-/horizon-files-prod/ed/picture/qenq84d2/b50dfb0579f02c547e327bd54c5b231c980efe30.jpg 960w"
:,"50,000 ",Tivaouane Thiès,10000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/866fa0a5da7c2e06a48833768cef2a5c/-/horizon-files-prod/ed/picture/qv4wz45x/19b4ffde8beeebd70b4fef83c08dd8d65749cd50.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/a28145c253fc1fdc3c1144fb7550764a/-/horizon-files-prod/ed/picture/qv4wz45x/19b4ffde8beeebd70b4fef83c08dd8d65749cd50.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/55b83890986e4170fc926a4bd6da8982/-/horizon-files-prod/ed/picture/qv4wz45x/19b4ffde8beeebd70b4fef83c08dd8d65749cd50.jpg 1080w"
:,"11,227 ",Rufisque Dakar,1684050000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/5bfa1026c9824c5884449959382d7a97/-/horizon-files-prod/ed/picture/qpdw4r2j/ccb89021944689172c396f0b0bff233dd5ea96d2.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/0a42f835a501bc76d388d7acfc9218ff/-/horizon-files-prod/ed/picture/qpdw4r2j/ccb89021944689172c396f0b0bff233dd5ea96d2.jpg 564w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/86aa86bb643ea1ca0cdb41dc7bcd9899/-/horizon-files-prod/ed/picture/qpdw4r2j/ccb89021944689172c396f0b0bff233dd5ea96d2.jpg 564w"
:,168 ,Kounoune Dakar,9900000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/36e9b545694bee891abae138a6a65f36/-/horizon-files-prod/ed/picture/qngxmkkx/1fd201e6eb53abdc3382636004ea007bb5723bb4.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/1d9c1c612893dd4e2bc2b3e1b531db6b/-/horizon-files-prod/ed/picture/qngxmkkx/1fd201e6eb53abdc3382636004ea007bb5723bb4.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/d4a3fc84f52be32b98dd88ad15e9d879/-/horizon-files-prod/ed/picture/qngxmkkx/1fd201e6eb53abdc3382636004ea007bb5723bb4.jpg 1000w"
:,594 ,Ngaparou Thiès,47000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/53bb0da55f97c45a87c9ce2a32d9bb87/-/horizon-files-prod/ed/picture/qm5gdek6/6c70e72109eab97be0ce358cfeda4f6256eac3cb.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/357cf199872ef2523ac492824dcc821a/-/horizon-files-prod/ed/picture/qm5gdek6/6c70e72109eab97be0ce358cfeda4f6256eac3cb.jpg 780w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/09dd97aa9d5b6ddd931989041c20a60d/-/horizon-files-prod/ed/picture/qm5gdek6/6c70e72109eab97be0ce358cfeda4f6256eac3cb.jpg 780w"
:,200 ,Niague Dakar,20000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/36f41779711d60e04b57dfc825834f28/-/horizon-files-prod/ed/picture/q2j056gp/7f0b4997de48220f7ab7a2f9a205f5884e4cfa3f.png 537w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/858d65a70f104f7a35c4f3fb4a88a942/-/horizon-files-prod/ed/picture/q2j056gp/7f0b4997de48220f7ab7a2f9a205f5884e4cfa3f.png 537w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/250d9b2afa3747ab732a6af17adf58e0/-/horizon-files-prod/ed/picture/q2j056gp/7f0b4997de48220f7ab7a2f9a205f5884e4cfa3f.png 537w"
:,180 ,Diamniadio Dakar,2500000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/20fb3cc3200da4991e0a6a43fd44dbd6/-/horizon-files-prod/ed/picture/q9mjwqwn/497d93a77bc555054359f17f201a85c0149fc654.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/55499b34ebec5312b19f8b3ba37e79ff/-/horizon-files-prod/ed/picture/q9mjwqwn/497d93a77bc555054359f17f201a85c0149fc654.jpg 807w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/9a78b8687973a3346b54debe1e08c0d9/-/horizon-files-prod/ed/picture/q9mjwqwn/497d93a77bc555054359f17f201a85c0149fc654.jpg 807w"
:,519 ,Nguering Thiès,42000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/5110083152b82a7f0cc9066b27520ed2/-/horizon-files-prod/ed/picture/qgqwqq99/c5edbbd18131dd04677d613081dec699ff931f64.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/2c988a11fb4e968555f1a8d86de197bc/-/horizon-files-prod/ed/picture/qgqwqq99/c5edbbd18131dd04677d613081dec699ff931f64.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/f108686bef80ee5cc660eb24f28cd504/-/horizon-files-prod/ed/picture/qgqwqq99/c5edbbd18131dd04677d613081dec699ff931f64.jpg 1080w"
:,300 ,Yoff Dakar,13000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/2556229609855c670ec6d840d41ed70d/-/horizon-files-prod/ed/picture/q0g786mz/d0acc4facceb041c581cd88da01397d6f5d07efa.png 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/bb272b54a4ec3423cccab737f5a53eb4/-/horizon-files-prod/ed/picture/q0g786mz/d0acc4facceb041c581cd88da01397d6f5d07efa.png 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/6eb9b2acb7fab8813dc8781758ad314f/-/horizon-files-prod/ed/picture/q0g786mz/d0acc4facceb041c581cd88da01397d6f5d07efa.png 1028w"
:,225 ,Thiès Thiès,1500000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/6a2d37cfdcd31555ebe50831a67aa9db/-/horizon-files-prod/ed/picture/q44n666e/486aaaa190e912b6a18728759baebd46a0fcda19.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/13837146b0bfe31ba3cf9fc9ba9f4864/-/horizon-files-prod/ed/picture/q44n666e/486aaaa190e912b6a18728759baebd46a0fcda19.jpg 790w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/dd0e46d3e1a1108796f86f090ba97371/-/horizon-files-prod/ed/picture/q44n666e/486aaaa190e912b6a18728759baebd46a0fcda19.jpg 790w"
:,210 ,Thiès Thiès,500000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/885e68566b0890039e754e5da8645bd8/-/horizon-files-prod/ed/picture/qngpppek/3c48a92b3e5e8c1938b7da109b56335008063d7a.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/9768facc4d3abc330a77ebced31ea183/-/horizon-files-prod/ed/picture/qngpppek/3c48a92b3e5e8c1938b7da109b56335008063d7a.jpg 741w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/9301ee3a766fdc5307e4c25009dac50f/-/horizon-files-prod/ed/picture/qngpppek/3c48a92b3e5e8c1938b7da109b56335008063d7a.jpg 741w"
:,225 ,Thiès Thiès,500000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/e067f290dd1778e61844ee263791d526/-/horizon-files-prod/ed/picture/qwepnrj4/3e045e9e45e8e956f640e54e626e7567e3b5432a.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/ec1c8097cfb7492b2feb8502023bc7d9/-/horizon-files-prod/ed/picture/qwepnrj4/3e045e9e45e8e956f640e54e626e7567e3b5432a.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/0c34d2d230a32013a2dc3eddf1fdb036/-/horizon-files-prod/ed/picture/qwepnrj4/3e045e9e45e8e956f640e54e626e7567e3b5432a.jpg 1280w"
:,180 ,Thiès Thiès,1500000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/2fb16780b88a361305c7ded8027f9330/-/horizon-files-prod/ed/picture/q9m96qj6/f55d16eb7d89787a11dcedc8e16cefafd86b18ff.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/4ebfb30fc644c6fca968473eff675874/-/horizon-files-prod/ed/picture/q9m96qj6/f55d16eb7d89787a11dcedc8e16cefafd86b18ff.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/311b507d4b7335396fa641e344ab2ac8/-/horizon-files-prod/ed/picture/q9m96qj6/f55d16eb7d89787a11dcedc8e16cefafd86b18ff.jpg 1170w"
:,"7,187 ",Kounoune Dakar,2250000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/0730940a15f1b76a838f3f2dba1b1bd5/-/horizon-files-prod/ed/picture/q8v4n78j/c4afb5b71e3961d5d95396c4e74b086bc1c31870.png 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/c803b0966cd90f5975807d913f145704/-/horizon-files-prod/ed/picture/q8v4n78j/c4afb5b71e3961d5d95396c4e74b086bc1c31870.png 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/d57937f9e2ac27b56ea541ad7ab4ba3e/-/horizon-files-prod/ed/picture/q8v4n78j/c4afb5b71e3961d5d95396c4e74b086bc1c31870.png 1290w"
:,"28,000 ",Noflaye Dakar,45000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/ce1edded4251cb575ffd22b88768b93f/-/horizon-files-prod/ed/picture/q8v59kj6/19089c02221105893df5394a7e11bf6bd3d3e9c8.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/610105135c298f1833e931c60e669afc/-/horizon-files-prod/ed/picture/q8v59kj6/19089c02221105893df5394a7e11bf6bd3d3e9c8.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/53fa6bed2a772f2d86aaed2f7bf21860/-/horizon-files-prod/ed/picture/q8v59kj6/19089c02221105893df5394a7e11bf6bd3d3e9c8.jpg 1080w"
:,180 ,Diass Thiès,3500000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/7f8a07542e946b0734bf440a7a46228c/-/horizon-files-prod/ed/picture/q9mjgkkn/5692557048957f5a46a19bae7fe77c393360c639.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/46e284f9bb967345cb483ae5314b5bcb/-/horizon-files-prod/ed/picture/q9mjgkkn/5692557048957f5a46a19bae7fe77c393360c639.jpg 810w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/7bde004ef7799b8d789e9f629de5eb70/-/horizon-files-prod/ed/picture/q9mjgkkn/5692557048957f5a46a19bae7fe77c393360c639.jpg 810w"
:,600 ,Nguering Thiès,24000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/4794d4a1e50036b6a9d8c26d2d5b45ac/-/horizon-files-prod/ed/picture/qngp2vdw/f2285471fb7cc62557da385c91e2ff126f77f52f.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/e44ac6f686e99a64746112358f5bb7ad/-/horizon-files-prod/ed/picture/qngp2vdw/f2285471fb7cc62557da385c91e2ff126f77f52f.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/dabd02f6be6878ff3fc71e3226382e8a/-/horizon-files-prod/ed/picture/qngp2vdw/f2285471fb7cc62557da385c91e2ff126f77f52f.jpg 1080w"
:,300 ,Toubab Dialaw Thiès,8000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/e8bcd8a633508c54ea0aeae8bc960e0c/-/horizon-files-prod/ed/picture/qwepjekj/0bc872e68548cd7d36d5a7058d3299953f236ae8.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/4e0169ce2618b0790bb177a5532dbfa8/-/horizon-files-prod/ed/picture/qwepjekj/0bc872e68548cd7d36d5a7058d3299953f236ae8.jpg 563w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/72763180a57b6f8532889ddd3bd1fe57/-/horizon-files-prod/ed/picture/qwepjekj/0bc872e68548cd7d36d5a7058d3299953f236ae8.jpg 563w"
:,150 ,Yoff Dakar,18000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/fb6cda99d39096a79e0e459f25281e3e/-/horizon-files-prod/ed/picture/q0g7nvjd/6f5d45c44c278d3dd96b637081143ddc3305f719.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/2b88b6070a895dd39409642a4748d4e6/-/horizon-files-prod/ed/picture/q0g7nvjd/6f5d45c44c278d3dd96b637081143ddc3305f719.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/547714dccbddf47463a810e543c3d932/-/horizon-files-prod/ed/picture/q0g7nvjd/6f5d45c44c278d3dd96b637081143ddc3305f719.jpg 1920w"
:,"10,000 ",Diamniadio Dakar,19000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/8652afbcafcc881417e6608867e8bf04/-/horizon-files-prod/ed/picture/q2j059mg/4612934107b03dbfcc1ec526c30800c1c258fb2c.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/917e8c08e54284c390a536e833a2ee68/-/horizon-files-prod/ed/picture/q2j059mg/4612934107b03dbfcc1ec526c30800c1c258fb2c.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/fe8e240274abb9649eefdaa275debbd2/-/horizon-files-prod/ed/picture/q2j059mg/4612934107b03dbfcc1ec526c30800c1c258fb2c.jpg 1080w"
