Details,Area,Adress,Price,ImageLink
5818955,180 ,Mbour Thiès,2500000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/b3f01fb7e45d059ed22e4ea71582069a/-/horizon-files-prod/ed/picture/qxj6rxn4/0d76c57fa4f0f3642d655d5613b1770d740c2a2f.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/1c2fd3dd1853bb9dc9efad6626468b72/-/horizon-files-prod/ed/picture/qxj6rxn4/0d76c57fa4f0f3642d655d5613b1770d740c2a2f.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/38d73e6d6898a1f14dbd6cd019e10d61/-/horizon-files-prod/ed/picture/qxj6rxn4/0d76c57fa4f0f3642d655d5613b1770d740c2a2f.jpg 992w"
:,150 ,Cité keur gorgui Dakar,1750000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/1699c8699a0afbaadf964978f324dbe5/-/horizon-files-prod/ed/picture/q0g7n7v6/c89b8719d5671762cbd808ef8430e667f6765d42.png 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/e146f26b0eee68d18b365f871e2526e5/-/horizon-files-prod/ed/picture/q0g7n7v6/c89b8719d5671762cbd808ef8430e667f6765d42.png 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/773813eda99b7aa4afa98b1e5c78d81d/-/horizon-files-prod/ed/picture/q0g7n7v6/c89b8719d5671762cbd808ef8430e667f6765d42.png 1284w"
6220398,998 ,Almadies Dakar,42000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/92665f03715c0599c067a9be8232e080/-/horizon-files-prod/ed/picture/qrz848zj/03ea93e43116da385e6bca1de2392ec98b610300.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/d6a9dd78be8573de328e9219986c88b2/-/horizon-files-prod/ed/picture/qrz848zj/03ea93e43116da385e6bca1de2392ec98b610300.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/16ebbfc7773bcdbbefa674cb63cde836/-/horizon-files-prod/ed/picture/qrz848zj/03ea93e43116da385e6bca1de2392ec98b610300.jpg 1080w"
6184714,150 ,Ndiakhirate Dakar,14000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/b02a31d6a339fb80019dc18b34bfb132/-/horizon-files-prod/ed/picture/qkr8xj6x/10e8a84201a35f0c6a3abaf8c7c164683dd52a03.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/fa9fb360ec9d8e6bef932506d1470c1a/-/horizon-files-prod/ed/picture/qkr8xj6x/10e8a84201a35f0c6a3abaf8c7c164683dd52a03.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/78af35dbe68bd92901b87c5093c0c119/-/horizon-files-prod/ed/picture/qkr8xj6x/10e8a84201a35f0c6a3abaf8c7c164683dd52a03.jpg 960w"
6211961,"3,150 ",Ngor Dakar,1150000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/238793057f811dc81ba4e868f551f43e/-/horizon-files-prod/ed/picture/q2j0dw2e/9ec3ad8319e7bbbc88a94b87ac9649ffb64bd33f.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/fee78edbdba81b6726cc0b6c5b27886e/-/horizon-files-prod/ed/picture/q2j0dw2e/9ec3ad8319e7bbbc88a94b87ac9649ffb64bd33f.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/39fdac0087fc11e65b18cce6a72ff4af/-/horizon-files-prod/ed/picture/q2j0dw2e/9ec3ad8319e7bbbc88a94b87ac9649ffb64bd33f.jpg 1920w"
6182686,180 ,Pout Thiès,4500000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/6957f240faf9131788db528f990cf4d8/-/horizon-files-prod/ed/picture/qenvxzqv/cbff36c18aa58d8855a7aa9aedd1f4ff31fa3bad.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/c588f9c1fae4530603eefa8dc6dab4f5/-/horizon-files-prod/ed/picture/qenvxzqv/cbff36c18aa58d8855a7aa9aedd1f4ff31fa3bad.jpg 828w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/7dd55d000729fc464a9dc72902f43d21/-/horizon-files-prod/ed/picture/qenvxzqv/cbff36c18aa58d8855a7aa9aedd1f4ff31fa3bad.jpg 828w"
6163581,225 ,Thiès Thiès,5500000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/a180f2ea50b62d41998b7662f0189e2e/-/horizon-files-prod/ed/picture/qj4qpk9e/76b2221922acc4a4674a5adf9ea9e7351c30c434.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/3bd45506b7baa718a680527de05e859d/-/horizon-files-prod/ed/picture/qj4qpk9e/76b2221922acc4a4674a5adf9ea9e7351c30c434.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/4a260a2cae3fcb8ce53bb7d6c8ae4489/-/horizon-files-prod/ed/picture/qj4qpk9e/76b2221922acc4a4674a5adf9ea9e7351c30c434.jpg 1170w"
6202222,500 ,Guediawaye Dakar,300000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/47e5e7373a4664a47d5eddcc11ae5c21/-/horizon-files-prod/ed/picture/q6xdzzmd/faa20e8ef5bb8ff16ea54e693b793830631c83e7.jpg 524w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/67c90e72e8b70911086f601bc31031cf/-/horizon-files-prod/ed/picture/q6xdzzmd/faa20e8ef5bb8ff16ea54e693b793830631c83e7.jpg 524w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/d1c0aeb79263a5e8536d941e842f2c8c/-/horizon-files-prod/ed/picture/q6xdzzmd/faa20e8ef5bb8ff16ea54e693b793830631c83e7.jpg 524w"
6117588,57 ,Almadies Dakar,400000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/82c6f2d5bcbd7f672488806714c75b9c/-/horizon-files-prod/ed/picture/q6xd6m8d/18d8894f86f6ff7648cca1f8d6a030844fb453c2.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/ea7697b977cec478281125d04766af4e/-/horizon-files-prod/ed/picture/q6xd6m8d/18d8894f86f6ff7648cca1f8d6a030844fb453c2.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/8be1cb179a1a085420ccef30a58e5720/-/horizon-files-prod/ed/picture/q6xd6m8d/18d8894f86f6ff7648cca1f8d6a030844fb453c2.jpg 1280w"
6192956,150 ,Keur Massar Dakar,22500000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/2a445170a70e70c3cc8a71f1f97b7d84/-/horizon-files-prod/ed/picture/qm5gnkjm/c62b60b86747da7eb22e8e31b303f9192460de99.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/9807963789813e862470dc32a8c8a15b/-/horizon-files-prod/ed/picture/qm5gnkjm/c62b60b86747da7eb22e8e31b303f9192460de99.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/7ac2e776c290ed987f358968627963db/-/horizon-files-prod/ed/picture/qm5gnkjm/c62b60b86747da7eb22e8e31b303f9192460de99.jpg 1920w"
5926921,300 ,Louga Louga,1800000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/78549db206108639a482033493e9677a/-/horizon-files-prod/ed/picture/qzvdzqk6/c9a962f731404f57a495e9fd415b65b88074b664.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/38f658948c4f81278f5831a2044b55a7/-/horizon-files-prod/ed/picture/qzvdzqk6/c9a962f731404f57a495e9fd415b65b88074b664.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/8a42c3e45edad416c02b42cd6e6e7147/-/horizon-files-prod/ed/picture/qzvdzqk6/c9a962f731404f57a495e9fd415b65b88074b664.jpg 1078w"
6171999,225 ,Bambilor Dakar,7000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/2ae65f4839a2560ad67e94d26874cb83/-/horizon-files-prod/ed/picture/qxjpw9jq/c6c4189d95360d9662deaa3d7518d7428df8e711.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/6d2b26aa11ab3b142a17a3c8871605e6/-/horizon-files-prod/ed/picture/qxjpw9jq/c6c4189d95360d9662deaa3d7518d7428df8e711.jpg 828w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/784d9eb272b43853bb417d752710c04d/-/horizon-files-prod/ed/picture/qxjpw9jq/c6c4189d95360d9662deaa3d7518d7428df8e711.jpg 828w"
:,150 ,Cité keur gorgui Dakar,1750000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/1699c8699a0afbaadf964978f324dbe5/-/horizon-files-prod/ed/picture/q0g7n7v6/c89b8719d5671762cbd808ef8430e667f6765d42.png 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/e146f26b0eee68d18b365f871e2526e5/-/horizon-files-prod/ed/picture/q0g7n7v6/c89b8719d5671762cbd808ef8430e667f6765d42.png 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/773813eda99b7aa4afa98b1e5c78d81d/-/horizon-files-prod/ed/picture/q0g7n7v6/c89b8719d5671762cbd808ef8430e667f6765d42.png 1284w"
6209384,150 ,Bambilor Dakar,2500000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/62837575d6387e5da59368d22044ee6f/-/horizon-files-prod/ed/picture/qde76k0g/6ab3c173763ab53dceeac7fffb41a5f720f8cef1.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/c59a66ecd8ce86280c39ee75cf7c9b6e/-/horizon-files-prod/ed/picture/qde76k0g/6ab3c173763ab53dceeac7fffb41a5f720f8cef1.jpg 809w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/aa3a3fbb9749e3e2cc66c3d622ee9ccc/-/horizon-files-prod/ed/picture/qde76k0g/6ab3c173763ab53dceeac7fffb41a5f720f8cef1.jpg 809w"
6122328,150 ,Tivaouane peulh Dakar,4000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/2fa31ff8b15f755c41f5fbff287fd842/-/horizon-files-prod/ed/picture/qwepzqw0/e39cd6f9f25fe5043b9cece26e5b7acc4eed4f13.jpg 478w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/5bc933654e15adf5ba7539004384b8b9/-/horizon-files-prod/ed/picture/qwepzqw0/e39cd6f9f25fe5043b9cece26e5b7acc4eed4f13.jpg 478w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/288a0c799f50ce8106e1c29091c9e39e/-/horizon-files-prod/ed/picture/qwepzqw0/e39cd6f9f25fe5043b9cece26e5b7acc4eed4f13.jpg 478w"
6174652,156 ,Kounoune Dakar,24000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/67b87059e14c65f85c5e87537e1ccc5b/-/horizon-files-prod/ed/picture/q8v4kex0/11fd4215561879a8f2e7c5e79a9ec1e0924564f6.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/57b68c1389ec24020e52370752a438c9/-/horizon-files-prod/ed/picture/q8v4kex0/11fd4215561879a8f2e7c5e79a9ec1e0924564f6.jpg 810w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/096764f5d8e0f675917f1d6127c2a176/-/horizon-files-prod/ed/picture/q8v4kex0/11fd4215561879a8f2e7c5e79a9ec1e0924564f6.jpg 810w"
6149822,500 ,Somone Thiès,40000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/65a2ce6496125a6c8e772dcf87e4c6a7/-/horizon-files-prod/ed/picture/q6xdq4qv/875878fa88ee9729a06f1745f4745bf8519416ce.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/60809423e4e600b39a734568c1112d6c/-/horizon-files-prod/ed/picture/q6xdq4qv/875878fa88ee9729a06f1745f4745bf8519416ce.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/cc0061b1437fdfefa3ffabccf278d850/-/horizon-files-prod/ed/picture/q6xdq4qv/875878fa88ee9729a06f1745f4745bf8519416ce.jpg 1080w"
6189809,150 ,Keur Massar Dakar,20000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/c5245cae7edbe8f795f81473c6407369/-/horizon-files-prod/ed/picture/q44np0ke/5432fe81e51d9f47b904b45fc52b59ed6b915e86.jpg 259w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/3a0122ff3fe5dcf29a4cbcfb1a1790a4/-/horizon-files-prod/ed/picture/q44np0ke/5432fe81e51d9f47b904b45fc52b59ed6b915e86.jpg 259w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/cf4ce724511c7913433eb8f7f24415b8/-/horizon-files-prod/ed/picture/q44np0ke/5432fe81e51d9f47b904b45fc52b59ed6b915e86.jpg 259w"
6153701,"2,000 ",Fann Dakar,1000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/4fdc3019886ab5e967832f31bb700696/-/horizon-files-prod/ed/picture/q78wjkjq/656899e3bbfc6fb38c6a21c4fde49280d106381b.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/7bf86c96c0484031e60b161b90eb1724/-/horizon-files-prod/ed/picture/q78wjkjq/656899e3bbfc6fb38c6a21c4fde49280d106381b.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/1d458e0e63599034b814142a296d0560/-/horizon-files-prod/ed/picture/q78wjkjq/656899e3bbfc6fb38c6a21c4fde49280d106381b.jpg 1168w"
6217078,150 ,Tivaouane peulh Dakar,12000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/a82a4660b77cb4705b2cbafbff8cabf2/-/horizon-files-prod/ed/picture/qm5g4xgd/b01ce04fff601e207db474b5ce8d11bb3f11e3f6.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/e999c87ba1b3c634cc8503277b8c9b73/-/horizon-files-prod/ed/picture/qm5g4xgd/b01ce04fff601e207db474b5ce8d11bb3f11e3f6.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/a686e69ef00e69919e74917d2cdc1682/-/horizon-files-prod/ed/picture/qm5g4xgd/b01ce04fff601e207db474b5ce8d11bb3f11e3f6.jpg 1280w"
6217070,150 ,Kounoune Dakar,19000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/36f6b0cf00ae853f1fb69f7567bb93a3/-/horizon-files-prod/ed/picture/q9mjdej8/1cfd7696adc2584d4173bab8716c2837772e49a6.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/2309b9e82a42218397972902a507b6a4/-/horizon-files-prod/ed/picture/q9mjdej8/1cfd7696adc2584d4173bab8716c2837772e49a6.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/7bfb5199767d2adcb8b624a93bc19a0a/-/horizon-files-prod/ed/picture/q9mjdej8/1cfd7696adc2584d4173bab8716c2837772e49a6.jpg 1280w"
6217032,225 ,Cité keur gorgui Dakar,1 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/215f96c6e47468f5c0b4780acae0d65c/-/horizon-files-prod/ed/picture/qrz80pqj/8c92de261225a79145ccc5b4a01c182504616eb4.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/b5f2e6527c6497077c3216ad399aa919/-/horizon-files-prod/ed/picture/qrz80pqj/8c92de261225a79145ccc5b4a01c182504616eb4.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/98ff2b1a2a2861f846301e9c2a123ef2/-/horizon-files-prod/ed/picture/qrz80pqj/8c92de261225a79145ccc5b4a01c182504616eb4.jpg 1280w"
:,150 ,Cité keur gorgui Dakar,1750000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/1699c8699a0afbaadf964978f324dbe5/-/horizon-files-prod/ed/picture/q0g7n7v6/c89b8719d5671762cbd808ef8430e667f6765d42.png 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/e146f26b0eee68d18b365f871e2526e5/-/horizon-files-prod/ed/picture/q0g7n7v6/c89b8719d5671762cbd808ef8430e667f6765d42.png 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/773813eda99b7aa4afa98b1e5c78d81d/-/horizon-files-prod/ed/picture/q0g7n7v6/c89b8719d5671762cbd808ef8430e667f6765d42.png 1284w"
6208688,150 ,Mbao Dakar,23000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/e0298afd7dce34b316cb45b0384934df/-/horizon-files-prod/ed/picture/q6xdmxe6/04694de961a01e7839a7a3a5e883d44368a305f4.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/4b4148dc239af15e68d88e57d2fe531c/-/horizon-files-prod/ed/picture/q6xdmxe6/04694de961a01e7839a7a3a5e883d44368a305f4.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/2e07beea3b1678c9c02ec30f439c8102/-/horizon-files-prod/ed/picture/q6xdmxe6/04694de961a01e7839a7a3a5e883d44368a305f4.jpg 1920w"
6215754,"2,900 ",Nguering Thiès,35000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/6d3810e14b37fc14173e0ef79a29d550/-/horizon-files-prod/ed/picture/qrz80x5n/eab77b17b88001e15b060b7710c4f4cd68d5f6e0.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/aa2291ecd6207444da95cb4ebf003566/-/horizon-files-prod/ed/picture/qrz80x5n/eab77b17b88001e15b060b7710c4f4cd68d5f6e0.jpg 567w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/e42f8337d1e8218fda546e3c4a91c17e/-/horizon-files-prod/ed/picture/qrz80x5n/eab77b17b88001e15b060b7710c4f4cd68d5f6e0.jpg 567w"
6215510,289 ,Almadies Dakar,250000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/2f3c1c7438e6b97be74b9abd19f2b70e/-/horizon-files-prod/ed/picture/qrz80wd8/a6875b36984536ff488ffee22460fc13f13f36ea.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/dab4e04d220b82350ad03e036862a33a/-/horizon-files-prod/ed/picture/qrz80wd8/a6875b36984536ff488ffee22460fc13f13f36ea.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/1670cc794d53ac222bb4f6330027457c/-/horizon-files-prod/ed/picture/qrz80wd8/a6875b36984536ff488ffee22460fc13f13f36ea.jpg 1080w"
6215505,272 ,Almadies Dakar,180000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/19e86999d155bcbf54edeac3dc1fe1a9/-/horizon-files-prod/ed/picture/qngpzv4r/7d91e7fcd7c4b8cbdc4d9723ae28f48f3bac2d83.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/d2ea56cabfd02e2e98c5df0f8dd7b43f/-/horizon-files-prod/ed/picture/qngpzv4r/7d91e7fcd7c4b8cbdc4d9723ae28f48f3bac2d83.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/98e7e5448c65f988f5b3c5dcea96bffb/-/horizon-files-prod/ed/picture/qngpzv4r/7d91e7fcd7c4b8cbdc4d9723ae28f48f3bac2d83.jpg 1080w"
6215137,340 ,Mermoz Dakar,299000000 ,"https://i.roamcdn.net/hz/ed/listing-thumb-543w/beb85a719389ea05a1fa5f62a66a64a3/-/horizon-files-prod/ed/picture/qj4qwgq6/a8732ce8d8b62c9d44517bb93a3612b8365c5b60.jpg 543w,https://i.roamcdn.net/hz/ed/listing-gallery-main-844w/7b9a7abd7ba6c31453cce1292b95b588/-/horizon-files-prod/ed/picture/qj4qwgq6/a8732ce8d8b62c9d44517bb93a3612b8365c5b60.jpg 844w,https://i.roamcdn.net/hz/ed/listing-gallery-full-1920w/49648a61917023f6d50ee8fb1dd1bcff/-/horizon-files-prod/ed/picture/qj4qwgq6/a8732ce8d8b62c9d44517bb93a3612b8365c5b60.jpg 1242w"
